P-wave time shift, S-wave time shift
-4.2,-5.9
-3.4,-5.5
-4.2,-5.2
-4.1,-5.4
-4.1,-5.9
-4.6,-9.1
-3.6,-6.7
-4.1,-4.6
-4.9,-1.4
-5.4,-8.6
-6.3,17.4
-8.9,-2.5
-2.9,-4.3
-2.5,-1.4
-4.0,-8.6
-3.9,17.4
-7.2,-2.5
-1.8,-4.3
-4.6,-4.6
-4.6,-5.0
-6.5,7.8
-5.5,-4.6
-4.4,1.2
-4.7,10.4
-4.3,1.0
-6.5,8.8
-5.5,-5.0
-4.4,-0.1
-4.7,10.1
-4.3,0.3
-7.0,-15.5
-7.5,5.2
-7.9,5.0
2.9,11.7
-7.8,5.1
-7.5,6.7
-7.9,6.4
2.9,12.7
-7.8,7.0
-8.1,1.9
-7.2,-6.8
-8.1,1.9
-7.2,-7.9
0.5,8.8
-1.5,-5.3
0.5,9.0
0.9,13.5
2.9,14.9
-8.1,-1.9
-9.6,-6.9
-8.5,-2.5
-11.2,-4.4
-8.6,-3.1
-7.6,-2.0
0.0,13.5
-9.6,-7.2
-7.6,-3.6
-8.5,-2.3
-11.2,-3.9
1.7,14.9
3.1,3.1
3.1,1.9
14.75,-4.9
16.25,-1.7
14.75,-4.3
16.25,-2.4
0.6,13.55
-4.6,-4.9
-3.7,-1.7
0.6,11.8
-4.6,-4.3
-3.7,-2.4
-5.4,-10.1
-5.4,-9.7
-5.2,-7.8
-6.2,-7.7
-5.4,-8.9
-5.4,-8.8
-5.4,-8.7
-9.6,-10.5
-5.9,-11.2
-2.8,-5.1
-6.2,-9.9
-4.6,-10.1
-4.6,-9.7
-4.2,-7.8
-5.6,-7.7
-5.3,-8.9
-5.0,-8.8
-4.2,-8.7
-7.6,-10.5
-4.9,-11.2
-2.0,-5.1
-4.7,-9.9
1.1,2.8
2.5,-4.5
2.9,4.6
2.8,4.5
1.7,-3.5
4.5,-1.3
0.3,2.8
-8.1,3.2
3.3,4.6
3.3,4.5
2.0,-3.5
5.6,-6.7
4.5,-3.1
5.3,6.7
-0.3,0.5
-0.3,0.6
5.4,6.7
5.4,7.2
5.3,7.0
0.1,1.7
-2.2,-2.6
5.4,7.2
5.4,7.0
5.3,8.7
-0.3,2.5
-0.3,2.5
5.4,8.8
5.4,8.4
5.3,8.8
0.1,3.5
-2.2,-1.8
5.4,9.1
2.5,8.8
5.4,9.1
5.7,6.7
0.3,0.5
0.2,0.6
5.6,6.7
5.8,7.2
5.5,7.0
0.3,1.7
-1.3,-2.6
5.7,7.2
5.7,7.0
5.7,8.7
0.3,2.5
0.2,2.5
5.6,8.8
5.8,8.4
5.5,8.8
0.3,3.5
-1.3,-1.8
5.7,9.1
2.4,8.8
5.7,9.1
-8.2,-3.3
-7.5,-1.9
-8.0,-4.1
-7.7,-2.2
-8.0,-0.3
-7.9,-0.3
-7.6,-2.9
-8.2,-3.3
-7.5,-3.2
-8.0,-4.1
-7.7,-3.5
-7.6,-4.0
-7.3,-0.3
-7.3,-0.3
0.3,7.8
0.3,7.6
1.4,8.6
1.8,8.2
2.1,18.35
2.2,15.05
1.8,8.5
1.3,6.6
-1.0,2.2
-1.6,-0.2
2.1,18.4
2.2,14.1
-1.5,-1.1
3.3,8.6
3.3,8.2
3.9,18.35
4.0,15.05
3.7,8.5
2.9,6.6
-0.8,2.2
-2.4,-0.2
3.9,18.4
4.0,14.1
-2.6,-1.1
-8.1,14.85
-3.2,-7.2
-8.1,15.7
1.9,-9.0
-3.2,-8.2
-6.7,14.85
-3.8,-7.2
-14.3,-0.3
-6.7,15.7
1.9,-9.0
-3.8,-8.2
-14.3,-4.1
-11.2,-5.8
9.5,-0.9
10.0,3.2
10.0,3.2
12.6,7.9
7.8,-5.9
9.5,0.2
10.0,3.1
10.0,3.1
12.6,8.0
8.6,-15.4
-5.6,7.9
-5.6,8.0
0.2,-0.4
2.0,8.8
-4.3,-5.2
-4.1,-5.5
2.1,5.2
-3.5,-2.0
0.6,-0.3
2.0,8.9
-4.3,-5.9
-4.1,-6.3
1.2,4.8
1.1,5.4
2.1,4.5
-3.5,-1.7
0.6,0.6
1.3,5.5
1.7,8.8
-4.0,-5.2
-4.7,-5.5
2.2,5.2
-2.9,-2.0
0.3,-0.3
1.7,8.9
-4.0,-5.9
-4.7,-6.3
1.4,4.8
1.0,5.4
2.2,4.5
-2.9,-1.7
0.3,0.6
-1.7,-2.5
-3.1,-4.3
-2.7,-3.8
-1.8,-3.8
-1.8,-4.2
-1.7,0.0
-3.1,-4.7
-2.7,-3.7
-1.8,-3.3
-1.7,-2.5
-2.8,-4.3
-1.3,6.1
-3.2,-3.8
-1.5,-3.8
-1.5,-4.2
-22.7,-21.35
-2.6,-7.3
-1.7,0.0
-2.8,-4.7
-1.3,6.7
-3.2,-3.7
-1.5,-3.3
-22.7,-22.8
-2.6,-6.6
1.9,17.65
1.9,16.8
-2.3,5.1
-3.0,-0.8
-1.0,17.35
-1.1,17.35
-0.8,17.45
-0.8,17.55
-0.7,17.65
-2.3,4.5
-2.0,16.9
-2.0,16.9
-2.0,-1.1
-3.0,-0.8
-1.0,17.6
-1.1,17.5
-0.8,16.5
-0.8,16.6
-1.3,16.3
-1.2,16.4
-0.7,16.8
6.7,12.3
6.4,11.6
6.5,11.8
4.9,4.4
6.7,12.3
6.3,11.6
4.9,5.1
6.4,11.8
-2.7,-2.9
-2.5,-1.0
-3.1,-0.1
-2.7,-2.9
-2.7,0.7
-2.8,0.5
-2.4,1.2
-2.4,1.2
-2.6,-0.3
-2.5,-0.1
-2.9,-1.2
-2.8,-1.1
-5.6,-8.0
-5.4,-8.0
-3.3,-0.5
-3.3,-0.4
-2.3,1.1
-2.5,-1.3
-6.3,-5.4
-6.0,-11.1
-6.6,-11.3
-2.1,-2.9
-2.7,-1.0
-6.3,-6.5
-3.5,-0.1
-3.5,-0.1
-6.0,-10.3
-6.6,-10.5
-2.1,-2.9
-2.6,0.7
-2.6,0.5
-2.5,1.2
-2.5,1.2
-2.7,-0.3
-2.6,-0.1
-2.4,-1.2
-2.4,-1.1
-4.6,-8.0
-4.5,-8.0
-3.4,-0.5
-3.3,-0.4
-2.2,1.1
-2.7,-1.3
-3.7,-6.4
1.5,4.7
-1.1,0.5
-1.1,-1.5
-1.1,-1.4
-1.0,0.5
-1.2,-1.5
-1.2,-1.4
0.4,0.2
0.4,0.0
-3.5,-10.5
0.4,0.2
-3.5,-10.5
-1.4,-3.9
0.4,0.0
1.3,5.4
1.3,5.4
1.7,6.1
1.7,6.0
2.1,7.3
2.1,6.2
1.9,6.0
1.9,6.0
1.9,6.1
2.2,6.8
2.2,6.8
2.2,6.1
2.2,6.0
0.7,9.4
2.3,7.9
1.9,6.9
2.0,6.6
2.1,6.6
1.7,5.9
2.2,8.0
2.8,9.1
2.7,9.0
1.9,6.8
1.2,4.1
1.3,4.1
2.3,6.9
2.3,6.8
2.4,6.9
1.9,6.2
2.0,6.3
1.3,4.7
1.3,4.7
2.0,5.7
2.0,5.7
3.0,7.6
1.7,5.1
1.6,5.0
1.3,6.3
1.3,6.3
1.7,5.4
-2.8,-3.3
2.1,7.1
2.1,8.2
-0.2,7.4
1.9,7.6
1.9,7.6
1.9,5.8
2.2,7.8
2.2,7.8
2.2,7.3
2.2,7.3
0.7,10.3
2.3,7.1
1.9,6.1
2.0,6.9
2.1,7.0
1.7,5.8
2.2,6.6
2.8,9.4
2.7,9.2
1.9,5.8
1.2,5.6
1.3,5.7
2.3,7.7
2.3,7.6
2.4,7.7
1.9,5.9
2.0,6.3
1.3,5.0
1.3,5.0
2.0,7.5
3.0,9.1
3.6,6.2
2.9,6.0
2.9,6.0
2.8,6.8
2.8,6.8
3.2,6.1
3.2,6.0
3.3,7.9
3.1,6.6
3.2,6.6
2.1,5.9
3.3,9.1
3.3,9.0
2.3,4.1
2.4,4.1
3.2,6.9
3.1,6.8
3.2,6.9
2.1,6.2
2.3,6.3
2.1,4.7
2.1,4.7
3.5,5.7
3.5,5.7
3.6,7.6
-3.8,-3.3
3.6,8.2
2.9,7.6
2.9,7.6
2.8,7.8
2.8,7.8
3.2,7.3
3.2,7.3
3.3,7.1
3.1,6.9
3.2,7.0
2.1,5.8
3.3,9.4
3.3,9.2
2.3,5.6
2.4,5.7
3.2,7.7
3.1,7.6
3.2,7.7
2.1,5.9
2.3,6.3
2.1,5.0
2.1,5.0
3.5,7.5
3.6,9.1
-0.2,-2.8
1.3,-0.7
0.2,-2.5
-0.6,-5.3
-0.2,-4.5
1.3,-2.6
0.2,-4.4
-5.2,-13.85
-1.5,-10.9
-1.8,-11.1
-6.7,4.3
-5.2,-14.3
-1.8,-5.3
-1.5,-12.0
4.1,-7.2
-1.8,-11.9
-6.7,4.6
-1.9,-1.2
-1.9,-3.5
-0.3,-0.1
-1.2,-1.1
-1.2,-1.2
-1.2,-1.5
-1.2,-1.5
-15.0,-10.0
-1.2,-3.5
-1.2,-1.7
-1.1,-3.1
-0.9,3.0
-0.9,2.5
-1.3,1.2
-0.9,2.7
-0.9,2.3
-1.3,0.0
1.7,5.6
-2.0,-0.8
1.7,5.6
1.3,5.6
-1.5,-0.8
1.3,5.6
-5.5,-6.8
-5.5,-6.8
-4.3,-3.9
-4.2,-7.4
-1.0,0.2
-2.2,-1.1
-2.7,-2.9
-2.2,-1.9
-2.6,-2.7
-3.7,-4.2
-2.2,-2.4
-2.2,-2.4
-2.5,-1.3
-2.5,-1.3
-1.8,1.2
-2.1,-1.0
-1.2,12.0
-2.5,-3.8
-2.3,-0.1
-4.2,-7.4
-1.0,-1.1
-2.2,0.6
-2.7,-1.9
-1.0,8.0
-2.6,-0.7
-3.7,-6.5
-2.5,-14.2
-1.2,7.7
-2.2,-2.4
-2.2,-2.4
-2.5,-0.5
-2.5,-0.5
-1.8,1.8
-2.1,0.7
-1.2,6.9
-1.2,7.8
-2.5,-0.7
-2.3,0.9
-3.2,-7.4
1.5,0.2
-1.5,-1.9
-1.4,-2.7
-6.9,-4.2
-2.1,-2.4
-2.1,-2.4
-1.5,12.0
-3.2,-7.4
1.5,-1.1
-1.4,-0.7
-6.9,-6.5
-1.3,7.7
-2.1,-2.4
-2.1,-2.4
-0.9,6.9
-1.5,7.8
-0.7,3.2
1.0,9.5
-0.3,0.2
0.5,10.4
-0.7,3.9
1.0,8.5
-0.3,1.4
0.5,10.8
1.0,13.6
-0.6,0.2
-0.6,1.4
-5.7,2.1
4.5,-7.6
29.65,-7.5
29.65,-7.5
-5.7,4.7
4.7,-7.5
-2.9,-1.3
-1.7,-0.3
-0.9,6.3
-1.0,-0.3
-1.7,-0.5
-1.0,1.2
-2.7,-4.1
-2.2,-1.3
-3.0,-0.3
-0.9,6.3
-2.7,-3.9
-3.0,-0.5
-4.8,-4.9
-3.6,-10.4
-4.2,-4.0
-4.2,-4.0
-7.3,2.3
-7.3,2.3
-4.3,-3.8
-4.4,-4.0
-5.1,-4.8
-5.0,-4.7
-4.3,-4.1
-4.4,-4.0
-4.3,-4.1
-4.4,-4.2
-4.3,-4.2
-3.6,-1.9
-4.3,-3.7
-4.3,-3.7
-4.8,-4.6
-3.6,-10.4
-4.2,-3.7
-4.2,-3.7
-7.3,2.8
-7.3,2.8
-4.3,-3.7
-4.4,-3.9
-5.1,-4.6
-5.0,-4.5
-4.3,-3.4
-4.4,-3.4
-4.3,-3.4
-4.4,-3.5
-4.3,-3.5
-3.6,-2.2
-4.3,-3.5
-4.3,-3.6
-3.5,-4.9
-2.9,-4.6
-3.0,-4.7
-2.5,-10.4
-10.4,-11.2
-3.1,-4.0
-3.1,-4.0
-8.5,2.3
-8.5,2.3
-2.9,-3.8
-3.1,-4.0
-3.8,-4.8
-3.8,-4.7
-2.9,-4.1
-3.0,-4.0
-2.9,-4.1
-4.1,-9.1
-3.3,-4.7
-3.3,-4.7
-2.6,-4.2
-2.6,-4.2
-2.4,-1.9
-2.9,-3.7
-2.9,-3.7
-3.5,-4.6
-2.9,-3.7
-3.0,-3.8
-2.5,-10.4
-10.4,-12.0
-3.1,-3.7
-3.1,-3.7
-8.5,2.8
-8.5,2.8
-2.9,-3.7
-3.1,-3.9
-3.8,-4.6
-3.8,-4.5
-2.9,-3.4
-3.0,-3.4
-2.9,-3.4
-4.1,-10.0
-3.3,-4.4
-3.3,-4.4
-2.6,-3.5
-2.6,-3.5
-2.4,-2.2
-2.9,-3.5
-2.9,-3.6
-2.4,-3.8
-2.0,-0.7
-1.6,-0.5
-1.4,-1.4
-1.1,-0.6
-1.6,-0.8
-2.0,-0.4
-0.9,0.1
-0.8,-0.4
-1.5,-1.0
-1.7,-0.2
-1.5,-0.5
-0.7,-1.0
-1.5,-0.2
-2.0,-1.5
-1.6,-0.9
-1.4,-2.2
-1.1,-1.0
-1.6,-1.3
-2.0,-0.9
-0.9,-1.0
-0.8,-0.7
-1.5,-1.8
-1.7,-0.9
-1.5,-1.6
-0.7,-1.0
-1.5,-0.8
-2.1,-0.7
-1.2,-0.5
-1.7,-1.4
-0.8,-0.6
-1.0,-0.8
-1.4,-0.4
-1.2,0.1
-0.9,5.7
-0.7,-0.4
-1.9,-0.3
-2.2,-1.0
-1.8,-0.2
-1.7,-0.5
-1.4,-1.0
-0.5,1.4
-1.6,-0.2
-2.1,-1.5
-1.2,-0.9
-1.7,-2.2
-0.8,-1.0
-1.0,-1.3
-1.4,-0.9
-1.2,-1.0
-0.9,6.0
-0.7,-0.7
-1.9,-1.2
-2.2,-1.8
-1.8,-0.9
-1.7,-1.6
-1.4,-1.0
-0.5,0.5
-1.6,-0.8
0.6,7.9
1.4,9.2
1.0,7.5
1.0,10.0
0.6,8.0
1.4,9.7
1.0,7.9
1.0,10.1
-3.5,-6.6
-2.5,-1.5
0.1,0.1
-3.1,-2.5
-1.4,2.6
-3.5,-6.5
-2.5,-1.0
-3.9,-4.9
-3.4,-6.6
-2.4,-1.5
0.8,0.1
-2.6,-2.5
-0.3,2.6
-3.4,-6.5
-2.4,-1.0
-4.0,-4.9
-2.2,-4.8
-2.3,-4.4
-2.2,-6.3
-2.3,-5.3
-3.4,-4.8
-3.2,-4.4
-3.4,-6.3
-3.2,-5.3
-0.9,8.0
-4.0,-4.8
-3.7,-3.6
-0.9,6.3
-3.9,-4.6
-4.0,-4.6
-3.9,-3.7
-3.7,-3.9
0.2,8.0
-2.5,-4.8
-2.2,-3.6
0.2,6.3
-10.6,1.9
-2.7,-4.6
-2.5,-4.6
-0.4,2.5
-2.9,-3.7
-2.2,-3.9
-2.0,-3.3
-2.1,-3.3
-1.3,-6.4
-0.4,-2.4
-3.6,-3.3
-3.6,-3.3
-3.5,-6.3
-2.6,-6.4
-1.6,-2.4
-4.4,-5.8
-4.8,-6.2
-4.0,-6.0
-4.6,-7.2
-4.5,-7.2
-4.6,-6.8
-4.4,-6.3
-4.3,-5.9
-3.4,0.6
-4.7,-6.5
-4.1,-5.8
-3.7,-6.0
-4.3,-6.8
-4.7,-7.2
-4.3,-7.2
-4.3,-7.2
-4.2,-6.8
-4.1,-6.3
-4.1,-5.9
-1.1,2.5
-1.3,-4.9
-4.3,-13.0
1.9,8.2
2.0,10.1
2.6,8.6
1.9,7.4
2.0,9.2
2.0,9.2
2.6,7.6
-2.1,-4.9
-5.2,-13.0
-5.4,-26.25
-5.1,-4.7
-5.1,-4.4
-4.3,-26.25
-4.6,-4.7
-4.5,-4.4
-5.9,-6.1
3.0,11.7
-6.2,-5.4
-6.5,-8.2
-5.9,-8.0
3.0,12.4
-6.2,-7.7
-5.6,-5.0
-7.8,-6.1
3.5,11.7
-7.7,-5.4
-7.9,-8.2
-7.8,-8.0
3.5,12.4
-7.7,-7.7
-7.3,-5.0
0.6,5.0
1.4,9.6
0.9,8.2
1.1,7.3
0.7,5.5
-2.9,-3.7
0.0,4.4
0.6,5.2
1.4,7.8
0.9,7.3
1.1,6.7
0.7,5.5
-2.9,-4.7
-2.9,-4.8
0.0,4.0
-0.2,5.0
0.0,9.6
-0.2,8.2
0.0,7.3
-2.7,-3.7
-0.7,4.4
-0.2,5.2
0.0,7.8
-0.2,7.3
0.0,6.7
-2.7,-4.7
-2.7,-4.8
-0.7,4.0
-9.5,-4.2
-9.5,-4.9
-5.0,3.9
-8.2,-4.2
-10.4,-7.0
-5.0,3.5
-8.2,-4.9
-10.4,-7.8
10.3,7.5
9.4,3.7
-6.9,-13.25
10.3,5.9
9.4,2.6
-6.9,-16.1
-6.5,-13.25
-6.5,-16.1
-0.7,2.6
-0.7,1.9
-0.8,3.4
-0.9,2.9
-0.5,1.6
3.5,2.5
1.0,2.6
3.5,2.3
1.0,1.9
0.5,3.4
-7.5,6.7
-0.4,2.9
-7.0,10.8
-0.5,1.6
-3.7,-6.2
-4.3,-6.2
-3.0,-3.7
-3.7,-5.5
-4.3,-4.9
-2.9,-6.2
-3.2,-6.2
-1.5,-3.7
-2.9,-5.5
-1.9,-2.2
-3.2,-4.9
0.0,-10.7
-1.6,-6.6
0.0,-10.0
1.4,-3.0
1.4,-3.0
-1.6,-7.3
-2.1,-3.2
-1.6,-6.6
1.3,-3.0
1.3,-3.0
-1.6,-7.3
-3.1,-8.5
-4.8,-4.1
-4.8,-5.3
-2.0,-8.0
-1.9,-8.5
-3.0,1.2
-6.1,1.8
-3.0,0.5
-6.1,2.1
-3.6,-3.5
-3.6,-2.3
-2.7,1.5
-2.7,1.0
-3.5,1.5
-3.5,1.0
-1.9,-4.1
-1.2,-3.4
-1.9,-5.0
-1.6,-4.0
-1.5,-3.6
-1.9,-5.0
-1.2,-3.6
-1.3,-4.0
-2.4,-4.1
-1.4,-3.4
-2.1,-2.9
-2.4,-5.0
-1.4,-4.0
-2.4,-3.6
-2.6,-5.0
-1.4,-3.6
-2.1,-4.0
-1.1,-4.0
-1.1,-3.2
-2.8,-6.6
-2.4,-5.7
-2.8,-7.2
-2.4,-5.9
-0.3,-16.25
-4.3,-6.6
-3.7,-5.7
-0.3,-16.7
-4.3,-7.2
-3.7,-5.9
-3.9,-5.4
-3.9,-7.1
-5.0,-4.4
-4.9,-5.4
-5.0,-3.8
-4.9,-7.1
-6.4,-8.7
-5.9,-1.6
-6.4,-9.3
-5.6,-8.7
-6.1,-1.6
-5.6,-9.3
-0.2,5.4
0.0,6.3
-0.1,6.4
-1.5,5.2
-0.1,8.5
-0.6,6.9
0.2,10.0
-0.1,7.7
-1.0,5.4
0.1,7.2
-0.2,6.2
-0.4,8.8
0.4,8.0
-0.6,6.8
-0.7,6.3
0.0,7.4
0.2,9.5
-0.8,6.4
-0.3,5.2
-1.4,5.2
-0.1,3.0
0.2,5.4
-0.1,5.4
-0.1,5.3
0.2,5.3
-0.1,3.0
-0.1,5.4
0.0,5.4
-0.1,5.3
-0.2,5.3
-3.0,-3.1
-0.7,-1.1
-0.7,-1.6
-0.6,-1.1
-0.6,-1.6
0.9,-0.6
0.9,-0.8
1.3,-0.6
1.3,-0.8
-2.5,-3.6
-2.5,-4.7
-4.5,15.4
-2.6,-3.6
-2.6,-4.7
-4.8,15.4
-4.3,-8.5
-3.9,-8.4
-1.4,-5.1
-3.3,-6.2
-2.0,-4.2
-4.3,-9.1
-3.5,-8.9
-3.9,-8.9
-5.5,-10.7
-3.3,-8.2
-4.0,-10.5
-3.3,-7.9
-3.4,-8.2
-2.7,-7.7
-4.3,-13.5
-4.3,-8.7
-3.9,-9.1
-1.4,-5.6
-3.3,-6.4
-4.3,-9.1
-3.5,-9.6
-3.9,-9.4
-3.3,-7.9
-4.0,-10.7
-3.3,-8.6
-2.7,-7.9
-5.1,-8.5
-4.8,-8.4
-2.2,-5.1
-4.2,-6.2
-1.6,-4.2
-4.6,-9.1
-3.4,-8.9
-4.2,-8.9
-2.9,-8.2
-3.7,-10.5
-4.2,-7.9
-4.1,-8.2
-3.1,-7.7
-5.1,-13.5
-5.1,-8.7
-4.8,-9.1
-2.2,-5.6
-4.2,-6.4
-4.6,-9.1
-3.4,-9.6
-4.2,-9.4
-2.9,-7.9
-3.7,-10.7
-4.2,-8.6
-3.1,-7.9
-3.2,-10.2
-3.2,-11.3
-2.6,-10.2
-2.6,-11.3
-3.0,-1.2
-3.0,-1.3
-3.5,-1.2
-3.5,-1.3
-1.3,-0.4
-2.5,-5.0
0.7,-0.4
0.0,-5.0
-3.7,-2.2
-2.8,-1.3
-1.5,-0.1
-3.7,-2.3
3.8,1.7
-3.7,-6.1
-2.8,-2.5
-2.0,-2.3
-1.6,-0.1
-1.6,-1.1
-1.5,-1.1
-1.7,-1.0
-2.0,-2.3
-1.7,-1.0
-0.6,2.0
-1.7,0.5
-1.4,-0.1
-2.0,-3.3
-1.6,-0.7
-1.6,-2.1
-1.5,-1.8
-1.7,-2.0
-2.0,-2.3
-1.7,-1.7
-0.6,1.3
-1.7,-0.6
-1.4,-0.9
-2.6,-2.3
-1.3,-0.1
-2.2,-1.1
-1.9,-1.1
-2.3,-1.0
-2.5,-2.3
-2.1,-1.0
-0.6,2.0
-2.3,0.5
-1.7,-0.1
-2.6,-3.3
-1.3,-0.7
-2.2,-2.1
-1.9,-1.8
-2.3,-2.0
-2.5,-2.3
-2.1,-1.7
-0.6,1.3
-2.3,-0.6
-1.7,-0.9
-8.0,-1.5
-6.3,8.8
-8.0,-1.7
-7.9,-1.5
-7.9,-1.7
2.0,8.3
-5.3,-10.6
-5.3,-9.0
-3.2,-0.4
-4.9,-10.6
-4.9,-9.0
-4.3,-0.4
0.3,-0.3
-3.7,-8.2
-3.2,-6.2
0.3,-0.7
0.0,-0.3
-4.1,-8.2
-3.5,-6.2
0.0,-0.7
-35.45,-47.15
-35.65,-48.25
1.2,-1.0
-1.8,-4.0
1.4,-1.9
1.2,-1.0
-1.8,-4.1
1.4,-1.2
0.8,-1.0
-2.0,-4.0
1.1,-1.9
0.8,-1.0
-2.0,-4.1
1.1,-1.2
-1.6,-10.5
-0.8,-10.5
-1.1,1.4
-1.1,1.1
2.7,11.7
1.7,9.0
2.7,11.8
2.4,11.7
2.4,9.0
2.4,11.8
-2.8,-29.75
-1.9,-9.2
-2.5,-29.75
-2.4,-9.2
-2.9,10.1
-3.5,11.1
-5.3,4.0
-4.9,2.8
-7.0,2.5
-6.8,0.8
-7.1,1.9
-7.5,-11.2
-7.0,1.9
-6.8,1.8
-7.1,1.6
-7.5,-10.0
-1.8,-1.7
-2.4,-2.6
-0.7,-1.7
-0.7,-2.6
1.6,0.8
1.8,18.25
-4.3,2.7
-7.0,-4.6
-1.3,-2.8
-1.3,-2.8
-4.3,2.6
-7.0,-4.8
-1.3,-3.9
-1.3,-3.9
-1.5,7.4
-3.0,-8.0
-3.0,-8.2
-3.0,-6.7
-4.1,-3.4
-2.6,-5.9
-3.1,-3.7
-4.4,-4.3
-3.8,-4.1
-2.5,-8.0
-4.1,-3.2
-2.6,-6.0
-3.1,-3.6
-4.4,-3.7
-4.1,-3.6
-4.4,-4.3
-3.8,-3.6
-2.5,-8.2
-2.2,-6.7
0.8,4.3
-0.5,1.6
-0.1,2.8
0.8,4.6
-0.5,1.1
-0.1,2.1
0.9,4.3
0.9,4.6
-1.5,19.75
-4.5,-4.7
0.4,4.8
-0.9,1.3
1.8,11.4
-4.5,-6.6
1.8,11.1
0.6,6.8
0.2,5.8
-0.4,6.7
1.4,10.1
0.4,5.0
-1.5,3.8
-1.5,19.75
-2.3,2.3
2.7,4.8
4.0,11.4
-1.5,1.8
-2.3,0.1
3.0,11.1
2.9,6.8
2.6,5.8
1.0,6.7
2.7,5.0
-1.8,0.5
-1.9,-5.3
-1.6,-4.7
-1.9,-3.9
-1.6,-3.5
-3.9,-9.3
0.1,-5.3
26.85,-5.0
0.0,-4.7
0.1,-3.9
26.85,-4.9
0.0,-3.5
-2.6,-9.3
-2.6,-7.0
-4.1,-10.0
-5.2,-15.9
-2.6,-8.9
-3.8,-7.0
0.2,3.4
-4.5,-10.0
-5.8,-15.9
-3.8,-8.9
0.2,3.2
1.9,10.3
0.1,2.7
0.8,4.1
-1.6,-0.4
1.3,10.1
-0.6,0.5
1.9,10.4
0.1,2.0
0.8,4.8
-1.6,-1.0
1.3,10.2
-0.6,0.4
2.4,10.3
-0.4,2.7
3.4,9.2
1.6,4.1
-1.8,-0.4
2.2,10.1
-0.8,0.5
2.4,10.4
-0.4,2.0
3.4,8.7
1.6,4.8
-1.8,-1.0
2.2,10.2
-0.8,0.4
-1.2,3.6
-1.6,3.1
-1.2,4.0
-1.1,3.6
-1.3,3.5
-1.3,3.2
-2.7,-8.3
2.1,11.0
-0.3,-2.1
0.0,-0.8
-2.7,-6.9
2.1,10.8
-0.3,-1.8
2.7,11.0
0.4,0.9
0.8,-2.1
0.5,-0.8
2.7,10.8
0.4,1.1
0.8,-1.8
1.2,-4.9
-1.1,2.4
-1.1,2.8
0.3,13.4
-8.4,-4.2
0.1,2.4
-8.9,-7.3
-8.9,-7.3
-9.0,-2.8
-8.9,-3.3
-9.3,-5.3
-8.4,-2.7
-9.1,-6.7
-9.4,-5.4
-9.3,-6.4
-9.1,-3.4
-9.1,-3.3
0.1,2.8
-8.9,-6.7
-8.9,-6.7
-9.1,-6.1
-2.9,-13.4
-0.4,13.4
-9.5,-4.6
-9.0,-3.2
-8.9,-2.1
21.6,6.6
-3.4,3.8
-11.5,3.9
-3.4,2.5
-12.3,-3.3
-0.7,-6.4
2.6,3.8
2.6,4.0
1.4,2.6
0.8,-0.8
-0.1,-4.2
2.6,3.7
0.2,-1.3
-1.2,-2.3
1.4,3.0
0.8,0.8
-0.1,-5.1
-0.5,-6.4
3.3,3.8
3.3,4.0
0.9,2.6
1.1,-0.8
0.3,-4.2
3.3,3.7
0.9,3.0
1.1,0.8
0.3,-5.1
-6.6,-9.5
-6.7,-10.4
-4.9,-3.0
-3.6,-1.7
-3.7,-1.8
-5.8,-4.4
-3.7,-2.1
-3.7,-2.2
-3.5,-2.0
-3.6,-2.1
-3.7,-2.2
-3.6,-1.9
-3.5,-1.8
-3.5,-1.5
-3.5,-1.5
-3.5,-0.7
-3.4,-0.6
-3.3,-0.6
-3.4,-0.5
-3.4,-0.2
-3.2,0.5
-3.0,1.0
-2.3,3.4
-6.6,-8.4
-6.7,-8.6
-4.9,-1.4
-3.6,-1.6
-3.7,-2.5
-3.7,-2.0
-3.6,-2.1
-3.5,-2.1
-3.5,-2.2
-3.5,-0.6
-3.4,-0.9
-3.3,-0.9
-3.4,-0.5
-3.4,-0.1
-2.3,4.6
-6.8,-9.5
-6.9,-10.4
-5.1,-3.0
-6.8,-8.4
-6.9,-8.6
-5.1,-1.4
-3.2,-4.5
-0.8,-2.2
0.0,-0.4
-1.6,-7.2
-1.0,-0.4
-0.9,-0.5
-0.9,-0.2
-1.0,-0.7
-1.0,-4.5
-0.6,0.2
-0.6,0.2
-0.3,0.1
-1.5,-1.4
-0.6,0.5
-0.8,-1.1
-1.6,-6.4
-0.9,-1.2
-1.0,0.8
-0.6,1.2
-0.6,1.2
-0.3,0.0
-1.5,-2.0
0.0,1.7
0.3,2.3
0.1,2.5
1.4,3.8
0.0,2.3
0.1,1.7
0.6,2.3
3.2,4.1
0.3,2.5
2.0,3.8
0.1,2.3
-6.7,-6.7
-3.4,0.0
-2.4,-6.3
-3.4,-0.7
-2.0,4.6
-1.9,4.6
-2.6,-5.7
-4.1,-7.6
-0.8,2.4
-3.5,-35.95
-2.6,-6.6
-4.1,-8.4
-3.0,-5.7
-2.6,-7.6
2.0,2.4
0.0,-35.95
-3.0,-6.6
-2.6,-8.4
-1.5,-3.6
-1.4,-1.8
-1.5,-3.1
-1.3,-1.6
-5.0,-18.7
-1.5,-1.7
-1.4,-1.5
-1.5,-2.1
-1.3,-0.7
-1.5,8.5
-2.6,-4.9
-2.5,-3.6
-2.5,-1.8
-2.6,-3.1
-2.4,-1.6
-6.1,-18.7
